Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,WAR,playerid
Bill Sudakis,- - -,527,1751,59,177,214,9,9.8 %,17.9 %,.160,.254,.234,.311,.393,.318,101,5.6,1012668
Steve Buechele,- - -,1301,4790,137,501,547,17,8.5 %,17.6 %,.149,.275,.245,.316,.394,.318,94,15.6,1001630
Tyler Houston,- - -,678,1947,63,197,253,10,6.1 %,21.0 %,.158,.311,.265,.312,.423,.317,87,1.5,689
Dan Gladden,- - -,1176,4962,74,663,446,222,6.8 %,12.6 %,.112,.298,.270,.324,.382,.317,95,12.5,1004750
Dick Harley,- - -,740,3244,10,389,236,139,6.9 %, ,.050,.000,.262,.332,.312,.317,85,-0.6,1005367
Gabe Gross,- - -,657,1682,40,203,186,22,11.8 %,20.7 %,.146,.286,.239,.330,.385,.317,91,5.1,2184
Farmer Vaughn,- - -,915,3643,21,474,525,92,4.1 %,4.5 %,.091,.288,.274,.307,.365,.317,79,2.6,1013381
Ken Wood,- - -,342,1109,34,110,143,1,9.2 %,12.7 %,.169,.230,.224,.298,.393,.317,77,-2.7,1014227
Terry Shumpert,- - -,811,2214,49,295,223,85,7.5 %,16.7 %,.156,.285,.252,.315,.409,.317,78,-0.7,449
Parke Wilson,Giants,366,1400,3,194,170,54,7.6 %,5.2 %,.060,.271,.265,.327,.325,.317,77,-0.7,1014100
Hubie Brooks,- - -,1641,6476,149,656,824,64,6.0 %,15.5 %,.134,.299,.269,.315,.403,.317,99,13.8,1001472
Buddy Rosar,- - -,988,3571,18,335,367,17,8.8 %,4.5 %,.072,.271,.261,.330,.334,.317,85,10.9,1011194
Ron Roenicke,- - -,502,1294,17,141,113,24,14.7 %,15.1 %,.100,.274,.238,.353,.338,.317,97,3.6,1011121
Julio Lugo,- - -,1347,5338,80,688,475,198,8.2 %,16.4 %,.115,.312,.269,.333,.384,.317,88,13.9,565
Lew McCarty,- - -,532,1642,5,113,137,20,6.2 %,6.6 %,.069,.284,.266,.318,.335,.317,98,6.2,1008376
Phil Garner,- - -,1833,6861,109,780,738,225,8.2 %,12.3 %,.129,.283,.260,.323,.389,.317,99,28.2,1004541
Wilbert Robinson,- - -,1371,5419,18,637,722,196,5.3 %,7.5 %,.073,.312,.273,.316,.346,.317,84,12.8,1011078
Jerry Turner,- - -,722,1931,45,222,238,45,8.2 %,12.7 %,.130,.275,.257,.319,.387,.317,100,3.2,1013228
John Ellis,- - -,876,2915,69,259,391,6,6.5 %,13.8 %,.131,.283,.262,.312,.392,.317,98,4.1,1003750
Nippy Jones,- - -,412,1470,25,146,209,4,4.8 %,6.9 %,.115,.274,.267,.304,.382,.317,80,-1.3,1006578
Eddie Williams,- - -,384,1281,39,146,150,2,7.9 %,16.9 %,.147,.277,.252,.319,.398,.317,90,-0.3,1013996
Joe Start,- - -,1071,4911,15,854,544,18,3.3 %,2.2 %,.069,.303,.299,.322,.367,.317,118,31.3,1012436
Craig Monroe,- - -,807,2924,115,368,433,19,6.4 %,20.1 %,.189,.279,.252,.301,.441,.317,91,2.5,1464
Buck Weaver,White Sox,1254,5292,21,623,421,172,3.5 %,6.4 %,.083,.295,.272,.307,.355,.317,91,20.3,1013694
Jim Whitney,- - -,550,2306,18,316,280,20,7.0 %,9.2 %,.114,.283,.261,.313,.375,.317,110,8.0,1013908
Deion Sanders,- - -,619,2325,39,308,168,186,6.8 %,15.1 %,.130,.298,.263,.319,.392,.317,90,6.2,1011415
Marty Marion,- - -,1572,6141,36,602,624,35,7.7 %,8.7 %,.082,.286,.263,.323,.345,.317,83,30.0,1008108
Heinie Wagner,- - -,983,3771,10,402,343,144,8.2 %,8.3 %,.076,.257,.250,.319,.326,.317,97,16.1,1013483
Steve Boros,- - -,420,1473,26,141,149,11,12.3 %,11.8 %,.113,.265,.245,.344,.359,.317,91,2.4,1001207
Amby McConnell,- - -,409,1685,3,202,119,72,6.4 %, ,.055,.000,.264,.324,.319,.317,100,7.1,1008405
Bill Regan,- - -,641,2570,18,236,292,38,4.7 %,9.5 %,.120,.292,.267,.306,.387,.317,77,1.9,1010782
Hal Rice,- - -,424,1283,19,129,162,1,7.3 %,10.4 %,.112,.279,.260,.314,.372,.317,80,-1.0,1010896
Freddy Parent,- - -,1327,5571,20,633,471,184,6.0 %, ,.078,.000,.262,.315,.340,.317,100,33.8,1009992
Ned Hanlon,- - -,1267,5563,30,930,517,329,8.5 %,6.4 %,.080,.275,.260,.325,.340,.317,104,19.2,1005314
Casey McGehee,- - -,551,2041,61,211,283,2,7.7 %,17.2 %,.158,.283,.257,.314,.414,.317,94,4.4,6086
Cy Perkins,- - -,1171,4015,30,329,409,18,7.5 %,5.5 %,.093,.269,.259,.319,.352,.317,74,3.5,1010193
Al Spangler,- - -,912,2615,21,307,175,37,11.3 %,8.9 %,.089,.282,.262,.347,.351,.317,101,2.7,1012302
Scoops Carey,- - -,299,1237,1,114,159,5,4.2 %,6.0 %,.089,.278,.271,.308,.360,.317,80,-0.4,1001947
Bill Tuttle,- - -,1270,4842,67,578,443,38,9.9 %,8.6 %,.104,.272,.259,.334,.363,.317,89,6.1,1013238
Larry Harlow,- - -,392,1268,12,159,72,26,12.3 %,16.2 %,.091,.294,.248,.343,.339,.317,98,1.9,1005369
Gerardo Parra,Diamondbacks,683,2470,33,282,220,46,7.0 %,17.2 %,.124,.326,.277,.330,.401,.317,91,9.9,8553
Leroy Stanton,- - -,817,2883,77,294,358,36,8.2 %,22.1 %,.144,.293,.244,.311,.388,.317,102,5.6,1012420
Ernie Johnson,- - -,813,2915,19,372,256,114,6.2 %,5.3 %,.084,.277,.266,.317,.350,.317,81,8.2,1006453
Gerald Perry,- - -,1177,3527,59,383,396,142,9.3 %,10.6 %,.111,.281,.265,.333,.376,.317,94,0.5,1010211
Jimmy Sebring,- - -,362,1524,6,178,168,52,6.1 %, ,.094,.000,.261,.308,.355,.317,93,3.8,1011710
Rich Amaral,- - -,651,2022,11,305,159,112,8.7 %,13.7 %,.076,.319,.276,.344,.351,.317,86,4.1,1000205
Roger Cedeno,- - -,1049,3557,40,478,274,213,9.0 %,17.2 %,.098,.325,.273,.340,.371,.317,90,0.4,869
Tom Herr,- - -,1497,6116,28,676,574,188,10.3 %,9.5 %,.079,.297,.271,.347,.350,.317,97,22.9,1005737
Robb Quinlan,Angels,458,1196,25,134,121,16,5.8 %,15.6 %,.125,.312,.276,.322,.401,.317,90,0.0,1779
Starlin Castro,Cubs,606,2617,37,281,229,66,5.0 %,15.1 %,.121,.323,.283,.322,.404,.317,94,8.2,4579
Hal Smith,- - -,879,2941,58,269,323,7,6.7 %,12.3 %,.128,.287,.267,.317,.394,.317,92,7.2,1012155
Vance Law,- - -,1167,4298,71,453,442,34,9.5 %,14.0 %,.120,.285,.256,.326,.376,.317,96,11.6,1007409
Milt Thompson,- - -,1310,4155,47,491,357,214,8.1 %,15.3 %,.099,.317,.274,.335,.372,.317,95,15.9,1013021
Mike Cubbage,- - -,687,2221,34,218,251,6,9.7 %,10.5 %,.111,.275,.258,.330,.369,.317,94,5.7,1002846
Jeff Treadway,- - -,742,2318,28,244,208,14,6.0 %,7.9 %,.101,.295,.281,.326,.383,.317,94,6.4,1013169
Brian Hunter,- - -,655,1742,67,187,259,4,8.1 %,19.2 %,.196,.252,.234,.298,.430,.317,88,1.6,1006197
Sam Barkley,- - -,582,2517,10,362,231,51,7.0 %,7.8 %,.100,.265,.258,.314,.359,.317,105,11.4,1000552
Nixey Callahan,- - -,923,3610,11,442,394,186,4.4 %,30.0 %,.079,.333,.273,.311,.352,.317,94,7.6,1001847
Frank Malzone,- - -,1441,5868,133,647,728,14,5.7 %,7.4 %,.125,.275,.274,.315,.399,.317,89,16.0,1008048
Alberto Callaspo,- - -,869,3244,47,334,315,22,8.7 %,8.7 %,.108,.286,.273,.335,.381,.317,96,10.5,3336
Del Howard,- - -,536,2036,6,199,193,67,5.5 %, ,.063,.000,.263,.318,.326,.317,98,2.9,1006076
Creepy Crespi,Cardinals,264,1035,4,125,88,8,8.7 %,9.9 %,.057,.293,.263,.336,.321,.316,86,2.9,1002762
Charlie Hayes,- - -,1531,5766,144,580,740,47,7.3 %,15.9 %,.136,.291,.262,.316,.398,.316,88,12.2,1005525
Carmen Castillo,- - -,613,1640,55,190,197,15,5.5 %,17.7 %,.166,.277,.252,.298,.418,.316,92,-0.9,1002059
Bill Wambsganss,- - -,1491,6097,7,710,520,140,8.0 %,5.9 %,.068,.277,.259,.328,.327,.316,79,2.1,1013595
Dave Cash,- - -,1415,6057,21,732,426,120,7.0 %,5.1 %,.075,.295,.283,.334,.358,.316,95,24.0,1002041
Otto Knabe,- - -,1278,5255,8,572,365,143,9.2 %,5.3 %,.067,.267,.247,.325,.313,.316,89,12.8,1007024
Charlie Babb,- - -,347,1376,0,144,116,66,9.1 %, ,.057,.000,.243,.339,.300,.316,98,5.5,1000393
Danny Hoffman,- - -,829,3325,14,361,235,185,6.8 %, ,.073,.000,.256,.316,.328,.316,101,10.4,1005902
Mike Devereaux,- - -,1042,4102,105,491,480,86,7.2 %,15.5 %,.147,.278,.254,.308,.401,.316,93,13.0,1003242
Dave Roberts,- - -,819,3092,23,437,213,243,9.9 %,11.7 %,.100,.298,.266,.342,.366,.316,92,10.4,670
Paul Schaal,- - -,1126,4149,57,436,323,43,12.4 %,11.2 %,.100,.265,.244,.341,.344,.316,102,13.7,1011502
Al Evans,- - -,704,2322,13,188,211,14,10.5 %,8.9 %,.075,.273,.250,.332,.326,.316,82,4.3,1003857
Orlando Palmeiro,- - -,1165,2706,12,306,226,37,9.8 %,8.5 %,.076,.297,.274,.351,.350,.316,86,2.4,28
So Taguchi,- - -,672,1524,19,197,163,39,6.7 %,12.8 %,.106,.312,.279,.332,.385,.316,89,3.3,1186
Art Howe,- - -,866,2954,43,268,293,10,9.3 %,9.7 %,.120,.275,.260,.329,.379,.316,102,13.6,1006092
Kitty Bransfield,- - -,1330,5386,13,529,637,175,4.1 %,7.9 %,.083,.261,.270,.304,.353,.316,97,12.8,1001356
Roger Repoz,- - -,831,2471,82,257,260,26,11.3 %,20.2 %,.166,.251,.224,.314,.390,.316,104,7.5,1010841
Pep Young,- - -,730,2668,32,274,347,18,5.7 %,11.7 %,.118,.289,.262,.308,.380,.316,83,5.8,1014387
George Thomas,- - -,684,1865,46,203,202,13,7.4 %,18.4 %,.134,.293,.255,.316,.389,.316,94,3.5,1012978
Mark Koenig,- - -,1162,4603,28,572,443,31,4.8 %,4.1 %,.088,.287,.279,.316,.367,.316,80,5.9,1007077
Ivey Wingo,- - -,1327,4372,25,362,455,87,6.0 %,6.5 %,.096,.275,.260,.307,.355,.316,90,12.7,1014133
Jeff Stone,- - -,359,1022,11,129,72,75,5.9 %,18.2 %,.098,.335,.277,.327,.375,.316,95,0.0,1012567
Shad Barry,- - -,1100,4465,10,516,391,140,6.2 %, ,.063,.000,.267,.321,.330,.316,94,5.2,1000619
Johnny Berardino,- - -,912,3357,36,334,387,27,8.5 %,8.0 %,.106,.264,.249,.316,.355,.316,76,-1.7,1000861
Kurt Abbott,- - -,678,2227,62,273,242,22,6.0 %,25.6 %,.167,.324,.256,.305,.423,.316,84,0.7,1000013
Jose Hernandez,- - -,1534,5089,168,623,603,41,7.5 %,27.3 %,.165,.324,.252,.312,.418,.316,86,13.0,688
Warren Morris,- - -,437,1680,26,176,164,16,8.9 %,13.0 %,.108,.295,.267,.334,.375,.316,83,2.2,1424
Rick Leach,- - -,745,1924,18,205,183,8,9.1 %,11.3 %,.101,.295,.268,.335,.369,.316,94,3.5,1007426
Emil Brown,- - -,723,2508,59,296,326,52,7.9 %,18.7 %,.139,.298,.258,.323,.398,.316,88,3.9,1197
Tom York,- - -,963,4211,15,743,502,15,4.7 %,5.3 %,.110,.292,.274,.310,.384,.316,116,22.2,1014355
Wally Backman,- - -,1081,3708,10,482,240,117,10.0 %,12.9 %,.063,.318,.275,.349,.339,.316,100,11.5,1000400
Dave Brain,- - -,679,2743,27,254,303,73,4.9 %, ,.111,.000,.252,.292,.363,.316,97,11.3,1001335
Clyde McCullough,- - -,1098,3459,52,308,339,27,7.7 %,11.5 %,.107,.274,.252,.314,.358,.316,83,9.3,1008435
Dave Stapleton,Red Sox,554,2189,41,238,224,6,5.2 %,7.4 %,.127,.276,.271,.310,.398,.316,89,3.5,1012423
Joe Christopher,- - -,638,1868,29,224,173,29,8.4 %,14.8 %,.113,.295,.260,.329,.374,.316,97,0.2,1002213
Bris Lord,- - -,742,3073,13,379,236,74,5.7 %,8.9 %,.093,.256,.256,.304,.348,.316,94,5.6,1007759
Nyjer Morgan,- - -,583,2154,11,280,130,117,6.4 %,16.1 %,.084,.335,.280,.341,.364,.316,92,11.3,4885
Fran Healy,- - -,461,1496,20,145,141,30,10.3 %,16.2 %,.100,.293,.250,.329,.350,.316,95,6.9,1005546
Bump Wills,- - -,827,3440,36,472,302,196,9.0 %,12.8 %,.094,.299,.266,.335,.360,.316,95,14.5,1014049
John Mabry,- - -,1285,3765,96,382,446,7,7.5 %,19.0 %,.142,.306,.263,.322,.405,.316,88,1.2,1381
David Eckstein,- - -,1306,5705,35,701,391,123,6.6 %,7.3 %,.075,.298,.280,.345,.355,.316,92,16.9,10
Johnny Peacock,- - -,619,1938,1,175,194,14,9.4 %,3.8 %,.063,.273,.262,.333,.325,.316,77,3.0,1010098
Ray Knight,- - -,1423,5291,84,490,595,14,6.5 %,10.9 %,.118,.290,.271,.321,.390,.316,98,13.8,1007043
Hank DeBerry,- - -,648,2051,11,170,234,13,7.2 %,5.8 %,.079,.281,.267,.323,.346,.316,77,2.3,1003118
Lou Merloni,- - -,407,1223,14,138,125,9,7.2 %,17.4 %,.113,.321,.271,.332,.384,.316,87,2.5,201
Joe Boley,- - -,540,1979,7,203,227,15,6.6 %,4.2 %,.086,.279,.269,.323,.354,.315,73,2.6,1001143
Otto Krueger,- - -,507,1948,5,230,196,48,8.2 %, ,.071,.000,.251,.326,.322,.315,95,5.1,1007177
Ken McMullen,- - -,1567,5730,156,568,606,20,8.9 %,14.2 %,.135,.266,.248,.316,.383,.315,104,31.2,1008650
Tommy Thompson,- - -,397,1251,9,142,119,7,8.6 %,5.0 %,.062,.275,.266,.335,.328,.315,87,1.6,1013029
Dave Collins,- - -,1650,5507,32,667,373,395,8.5 %,12.0 %,.079,.307,.272,.338,.351,.315,95,13.8,1002449
Ramon Castro,- - -,560,1603,67,155,217,2,9.4 %,23.4 %,.187,.272,.237,.310,.424,.315,89,5.5,514
Mark Smith,- - -,408,1081,32,125,130,15,9.0 %,19.5 %,.160,.276,.243,.316,.403,.315,84,0.8,540
Jimmy Austin,- - -,1579,6302,13,661,390,244,9.4 %,9.0 %,.068,.277,.246,.326,.314,.315,90,19.6,1000372
Dave Nicholson,- - -,538,1661,61,184,179,6,13.2 %,34.5 %,.168,.301,.212,.318,.381,.315,100,1.7,1009558
Kenji Johjima,Mariners,462,1722,48,166,198,7,3.8 %,8.6 %,.143,.270,.268,.310,.411,.315,91,6.8,5811
Rocky Nelson,- - -,620,1555,31,186,173,7,8.4 %,6.0 %,.131,.247,.249,.317,.379,.315,84,0.8,1009510
Greasy Neale,- - -,768,2989,8,319,200,139,6.7 %,9.4 %,.073,.287,.259,.319,.332,.315,95,7.8,1009474
Willie Wilson,- - -,2089,8317,41,1168,585,668,5.1 %,13.8 %,.090,.329,.285,.326,.376,.315,94,37.8,1014113
Gil Coan,- - -,918,3166,39,384,278,83,7.3 %,12.1 %,.105,.282,.254,.316,.359,.315,82,-0.1,1002373
Johnny Cooney,- - -,1172,3675,2,409,219,30,5.7 %,2.9 %,.056,.295,.286,.329,.342,.315,86,4.8,1002588
Billy O'Brien,- - -,356,1491,32,164,206,26,4.0 %,8.6 %,.140,.249,.256,.289,.395,.315,100,4.0,1009682
Quinton McCracken,- - -,975,2779,21,359,244,89,8.2 %,16.0 %,.100,.324,.274,.336,.374,.315,79,-0.8,1377
Woody Jensen,Pirates,738,2869,26,392,235,20,2.4 %,3.5 %,.098,.288,.285,.307,.382,.315,82,1.1,1006400
Bobby Tolan,- - -,1273,4664,86,572,497,193,5.5 %,12.6 %,.118,.287,.265,.314,.382,.315,96,11.9,1013100
Danny O'Connell,- - -,1143,4596,39,527,320,48,9.4 %,8.6 %,.091,.279,.260,.333,.351,.315,87,14.7,1009711
Jeff Keppinger,- - -,818,3156,45,324,295,12,6.3 %,6.8 %,.102,.290,.282,.329,.384,.315,92,5.4,3856
Harry Arndt,- - -,271,1095,6,118,99,27,7.8 %, ,.085,.000,.248,.312,.333,.315,92,1.6,1000315
Charlie Spikes,- - -,662,2232,65,240,256,27,6.9 %,17.4 %,.143,.273,.246,.304,.389,.315,95,0.1,1012341
Mickey Morandini,- - -,1272,5135,32,597,351,123,8.5 %,13.9 %,.091,.310,.268,.338,.359,.315,87,8.9,1009151
Ron Jackson,- - -,906,3285,56,356,342,23,6.5 %,10.0 %,.126,.274,.259,.314,.385,.315,94,6.3,1006310
Del Crandall,- - -,1573,5581,179,585,657,26,7.6 %,8.5 %,.150,.249,.254,.312,.404,.315,93,29.0,1002729
Red Wilson,- - -,602,2037,24,206,189,25,10.6 %,8.0 %,.097,.270,.258,.338,.355,.315,88,6.7,1014102
Ryan Roberts,- - -,510,1670,46,204,169,35,9.8 %,18.7 %,.147,.280,.245,.321,.392,.315,92,6.2,5653
Chief Roseman,- - -,681,2956,17,443,222,19,4.5 %,12.3 %,.097,.266,.263,.312,.360,.315,108,6.7,1011207
Liz Funk,- - -,272,1088,6,134,105,29,6.7 %,5.3 %,.099,.280,.267,.322,.367,.315,75,-0.1,1004407
Jerald Clark,- - -,505,1728,44,170,208,17,4.8 %,17.1 %,.151,.289,.257,.301,.408,.315,89,4.3,1002289
Mark McLemore,- - -,1809,7239,53,943,614,272,12.1 %,13.6 %,.082,.297,.259,.349,.341,.315,86,17.1,1088
Omar Infante,- - -,1209,4519,74,504,421,69,5.4 %,13.6 %,.123,.310,.279,.319,.402,.315,92,14.2,1609
Wes Helms,- - -,1200,3027,75,280,374,3,7.3 %,22.7 %,.149,.311,.256,.318,.405,.315,87,0.4,94
Willie Tasby,- - -,583,2111,46,246,174,12,9.5 %,15.5 %,.117,.280,.250,.327,.367,.315,92,0.4,1012832
Benito Santiago,- - -,1955,7516,217,755,920,91,5.7 %,16.9 %,.152,.291,.263,.307,.415,.315,91,29.1,1130
Dave May,- - -,1232,4085,96,462,422,60,8.4 %,12.2 %,.125,.266,.251,.318,.375,.315,96,10.6,1008292
Cliff Carroll,- - -,991,4380,31,729,423,197,8.2 %,6.6 %,.079,.264,.251,.320,.329,.315,95,9.8,1001996
Bill Haselman,- - -,548,1747,47,185,210,9,6.5 %,17.2 %,.150,.291,.259,.311,.409,.315,82,2.6,1254
Danny Bautista,- - -,839,2718,62,317,319,37,5.5 %,15.0 %,.137,.302,.272,.315,.409,.315,82,2.5,47
Lee Handley,- - -,968,3697,15,418,297,68,7.2 %,5.5 %,.077,.283,.269,.323,.345,.315,83,5.9,1005300
Rick Burleson,- - -,1331,5717,50,656,449,72,7.3 %,8.3 %,.088,.290,.273,.328,.361,.315,88,21.9,1001696
Juan Pierre,- - -,1990,8280,18,1075,517,614,5.6 %,5.8 %,.066,.312,.295,.343,.361,.315,85,23.4,443
Roy Hartzell,- - -,1290,5221,12,503,397,182,8.7 %,7.0 %,.057,.265,.252,.327,.309,.315,94,10.6,1005468
Derrick May,- - -,766,2387,52,244,310,30,6.5 %,10.6 %,.127,.284,.271,.319,.398,.314,89,3.1,1008293
Bill Sweeney,- - -,308,1112,5,127,107,22,4.0 %,6.6 %,.085,.303,.286,.314,.370,.314,76,0.1,1012772
Billy Klaus,- - -,821,2887,40,357,250,14,11.5 %,9.9 %,.102,.266,.249,.335,.351,.314,84,8.2,1006986
Germany Schaefer,- - -,1150,4305,9,497,308,201,7.7 %,8.2 %,.063,.276,.257,.319,.320,.314,97,10.3,1011506
Jacob Brumfield,- - -,530,1747,32,260,162,74,7.8 %,16.6 %,.137,.294,.257,.318,.393,.314,84,1.1,1001583
Pat Putnam,- - -,654,2174,63,223,255,10,6.6 %,12.0 %,.151,.264,.255,.306,.406,.314,94,1.0,1010577
Armando Marsans,- - -,655,2544,2,267,221,171,6.8 %,4.6 %,.049,.283,.269,.325,.318,.314,88,2.7,1008131
Lou Stringer,- - -,409,1346,19,148,122,7,9.0 %,14.3 %,.105,.275,.242,.313,.348,.314,89,3.2,1012621
Alexei Ramirez,White Sox,914,3720,84,427,406,97,5.0 %,11.8 %,.127,.295,.277,.315,.404,.314,89,16.6,5133
Art Phelan,- - -,402,1451,8,150,131,50,9.7 %,7.9 %,.089,.254,.236,.317,.325,.314,87,3.1,1010272
Chad Kreuter,- - -,866,2932,54,289,274,5,12.3 %,20.2 %,.120,.287,.237,.335,.357,.314,87,9.2,661
Cory Snyder,- - -,1049,3933,149,439,488,28,5.7 %,25.2 %,.178,.296,.247,.291,.425,.314,93,1.5,1012244
Dick Williams,- - -,1023,3265,70,358,331,12,7.0 %,12.0 %,.132,.277,.260,.312,.392,.314,91,4.8,1013991
Josh Reddick,- - -,413,1517,54,190,178,22,8.1 %,21.0 %,.187,.270,.239,.302,.427,.314,97,8.8,3892
Jim Keenan,- - -,528,2084,22,255,208,41,8.5 %,12.5 %,.106,.237,.240,.312,.346,.314,98,11.4,1006749
Rick Ankiel,- - -,644,2115,76,260,251,21,7.7 %,26.2 %,.182,.296,.240,.302,.422,.314,91,3.9,1142
Mike Scioscia,Dodgers,1414,5057,68,398,446,29,11.2 %,6.1 %,.097,.263,.259,.344,.356,.314,100,28.5,1011667
Charlie Pick,- - -,367,1445,3,115,86,64,7.1 %,4.2 %,.064,.272,.261,.323,.325,.314,94,3.5,1010310
Chico Carrasquel,- - -,1325,5259,55,568,474,31,9.3 %,8.9 %,.083,.276,.258,.333,.342,.314,85,19.4,1001984
Bobby Del Greco,- - -,731,2323,42,271,169,16,11.7 %,16.0 %,.123,.261,.229,.330,.352,.314,87,3.9,1003172
Chris Singleton,- - -,680,2439,45,326,276,81,5.3 %,14.1 %,.141,.302,.273,.312,.414,.314,85,8.6,170
Hank Foiles,- - -,607,1655,46,171,166,3,10.3 %,17.8 %,.149,.273,.243,.321,.392,.314,90,5.7,1004194
Lee King,- - -,411,1306,15,134,144,16,6.3 %,13.4 %,.119,.279,.247,.299,.366,.314,85,-1.2,1006935
Al Orth,- - -,602,1785,12,183,184,30,2.9 %,12.8 %,.092,.324,.273,.298,.366,.314,89,3.3,1009857
Fred McMullin,- - -,304,1081,1,120,70,30,8.4 %,9.7 %,.046,.288,.256,.333,.302,.314,90,3.0,1008646
Ralph Young,- - -,1022,4336,4,480,254,92,11.4 %,5.4 %,.049,.263,.247,.339,.296,.314,83,-0.8,1014389
Tom Kinslow,- - -,380,1490,12,186,222,18,4.5 %,6.5 %,.095,.280,.266,.301,.361,.314,81,1.6,1006952
Bobby Reeves,- - -,502,1835,8,203,135,21,9.5 %,11.9 %,.077,.287,.252,.331,.329,.314,76,-0.6,1010780
Jesse Tannehill,- - -,506,1549,5,189,141,19,6.8 %,23.1 %,.082,.000,.256,.311,.338,.314,91,4.0,1012822
Lenny Webster,- - -,521,1617,33,157,176,1,8.7 %,12.9 %,.121,.276,.254,.324,.375,.314,86,3.5,1013718
Al Todd,- - -,863,2939,35,286,366,18,3.5 %,8.3 %,.101,.292,.276,.307,.377,.314,78,4.3,1013094
Spike Shannon,- - -,694,3015,3,383,183,145,9.5 %, ,.034,.000,.259,.337,.293,.314,98,8.5,1011800
Jason Bartlett,- - -,889,3517,31,432,286,123,7.8 %,14.9 %,.096,.313,.271,.336,.366,.314,93,17.3,8219
Frank Parkinson,Phillies,378,1444,24,157,149,9,6.6 %,16.1 %,.111,.295,.256,.308,.366,.314,62,0.0,1010010
John Morrill,- - -,1265,5274,43,821,643,61,6.8 %,12.4 %,.107,.292,.260,.310,.367,.314,110,26.0,1009214
Don Gutteridge,- - -,1151,4577,39,586,391,95,6.8 %,9.7 %,.106,.279,.256,.308,.362,.314,82,2.0,1005157
Al Lopez,- - -,1950,6607,51,613,652,46,8.4 %,8.1 %,.075,.281,.261,.326,.337,.314,84,16.4,1007751
Joe Yeager,- - -,574,2057,4,204,201,37,5.3 %, ,.079,.000,.252,.312,.331,.314,95,7.1,1014331
Gail Harris,- - -,437,1471,51,159,190,2,7.2 %,13.2 %,.166,.245,.240,.304,.406,.313,89,0.2,1005413
Sandy Alomar Jr.,- - -,1353,4865,112,520,588,25,4.4 %,10.3 %,.134,.284,.273,.309,.406,.313,84,13.6,221
Mike Pagliarulo,- - -,1218,4317,134,462,505,18,7.9 %,18.2 %,.165,.268,.241,.306,.407,.313,92,10.8,1009959
Al Nixon,- - -,422,1447,7,180,118,19,4.6 %,5.3 %,.080,.289,.277,.314,.356,.313,74,-1.6,1009606
Carl Mays,- - -,502,1199,5,113,110,1,5.5 %,9.7 %,.082,.297,.268,.313,.350,.313,83,7.4,1008313
John Baker,- - -,291,1020,14,115,105,2,10.6 %,20.7 %,.105,.322,.258,.342,.364,.313,90,2.6,4756
David Bell,- - -,1367,5380,123,587,589,19,8.0 %,12.8 %,.139,.274,.257,.320,.396,.313,86,14.1,1108
Alan Bannister,- - -,939,3373,19,430,288,108,8.7 %,9.4 %,.085,.293,.270,.334,.355,.313,91,0.7,1000515
Al Schweitzer,Browns,280,1014,3,97,87,47,10.3 %, ,.061,.000,.238,.327,.299,.313,98,1.7,1011661
Bill Hunnefield,- - -,511,1852,9,230,144,67,6.3 %,6.0 %,.072,.287,.272,.322,.344,.313,76,0.8,1006191
Jerry Morales,- - -,1416,4984,95,516,570,37,7.3 %,11.4 %,.123,.275,.259,.313,.382,.313,89,-3.9,1009138
Davey Williams,Giants,517,1993,32,235,163,6,8.2 %,7.2 %,.099,.259,.252,.320,.351,.313,81,4.2,1013984
Ray Hayworth,- - -,699,2304,5,220,238,2,8.6 %,8.2 %,.067,.289,.265,.331,.332,.313,73,1.5,1005537
Billy Jurges,- - -,1816,7013,43,721,656,36,8.1 %,7.6 %,.077,.276,.258,.325,.335,.313,83,29.2,1006653
Rich Reese,- - -,866,2225,52,248,245,16,7.1 %,12.1 %,.130,.268,.253,.312,.384,.313,94,1.9,1010778
Paul Lehner,- - -,540,1932,22,175,197,6,6.6 %,6.1 %,.106,.266,.257,.309,.364,.313,72,-3.4,1007487
Charlie Dexter,- - -,771,3184,16,429,346,183,6.2 %,8.0 %,.066,.299,.261,.318,.328,.313,86,3.2,1003259
Casey Kotchman,- - -,939,3412,71,322,388,14,7.8 %,9.9 %,.125,.271,.260,.326,.385,.313,93,2.7,1930
Rex Hudler,- - -,709,1889,56,261,169,106,4.1 %,17.2 %,.161,.290,.261,.296,.422,.313,89,6.0,1006131
Jody Davis,- - -,1060,3984,127,364,490,7,8.4 %,17.9 %,.158,.269,.245,.307,.403,.313,89,17.6,1003060
Dave Engle,- - -,571,1784,31,201,181,5,6.7 %,10.7 %,.126,.279,.262,.311,.388,.313,89,3.2,1003781
Terrence Long,- - -,887,3325,69,428,376,27,6.8 %,13.8 %,.135,.295,.269,.318,.404,.313,88,5.3,927
Cito Gaston,- - -,1023,3339,91,314,387,14,5.5 %,20.8 %,.141,.301,.256,.298,.397,.313,94,0.9,1004566
Kevin Orie,- - -,314,1146,22,117,116,5,8.2 %,14.2 %,.140,.274,.249,.320,.389,.313,84,3.1,1616
Jim Lefebvre,Dodgers,922,3417,74,313,404,8,9.4 %,13.1 %,.127,.270,.251,.323,.378,.313,104,17.4,1007473
Luke Sewell,- - -,1630,6041,20,653,696,65,8.0 %,5.1 %,.082,.272,.259,.323,.341,.313,71,1.5,1011767
